date,month,year,APN,ANT,AST,BRT,BRV,BRD,BTH,BLB,BOC,BMP,BQC,BWN,BWS,BDP,BIO,BUC,BCL,BTV,CCH,CVE,CMN,CFW,ALM,CPL,CSI,CAS,SLW,CHB,CHY,JNN,CLK,CLA,CGS,CMB,CTG,CYC,MNC,CNV,CUY,MHV,DLV,DNP,DON,DNL,DWN,EPK,ELC,ENR,ENG,FLR,FOL,FRL,FMD,FRD,MIL,GLK,GBR,GBL,PWL,GNT,DAV,HWE,HNS,HID,MEA,HNT,ICH,INL,MMW,INV,IRC,ISB,JCK,ATN,KNT,KRH,KES,LFY,LGT,HMT,HNN,HDG,LVD,TAH,LVY,LRA,LEW,LNG,LGV,CRW,LON,LSB,LWB,CRY,HHL,LYS,SWB,MPL,EDN,MRT,MAT,MHW,MCO,MCS,MMR,MDO,BER,MOR,MRR,NCM,NAT,BUL,MCR,NHG,NML,NCA,ONF,HTH,ORO,LOT,PAR,HVS,PRR,PLL,PNF,PT6,PT7,BIT,PRS,PYM,QUL,RLC,RDN,RLF,RLL,RTD,SDB,SLN,SLS,SNN,SAT,SGB,SNL,SLF,LUS,SPB,SVT,PRU,SGC,SFL,SHA,SHV,SIV,SKN,SLB,SLC,JNK,SOL,SLJ,SLK,SPG,SPM,STP,STG,SCC,STD,SW3,TRM,TAB,TMT,TNM,CLE,TUL,TLC,TWT,UNV,KLM,USL,VIL,TAE,VLP,WRS,WHR,WHI,WSN
1997-04,4,1997,8609,23561,5398,26243,65977,96846,4845,71723,34858,3646,24080,55300,132183,32460,60510,124421,100833,4412,158364,87625,255470,104400,932224,13941,245400,312746,56820,10350,192351,8951,392022,269938,4792,5652,67208,12039,75179,40027,899,1713800,39470,1625924,61967,6233,42830,47202,46428,25495,63037,23591,553000,13840,120400,56078,301199,2987,94840,7551,19107900,46631,62780,24060,8013,57357,22917000,60119,33592,14344,17989,229808,9185,395235,64900,249525,29280,3769,22396,4250,350,11865,29333,24244,10395,633900,7510,80547,13815,19415,80400,107800,46110,21082,42369,43276,197100,4110,16128,121748,20000,1323,450,142521,25490,8501,6021,11864,1571900,34909,4169,261590,8296,801269,721745,173101,1994157,22319,45472,264312,3222432,35367,177070,580200,112474,69823,761007,13954,33032,39741,17019,163262,6726,11657,24969,12960,66000,47996,850,23518,132749,14978,38685,31376,1778698,833780,944918,38600,67449,66905,16600,47736,3937079,102583,4946,37445,15073,53200,41100,660,9343,1800,,88591,200656,49584,50253,9276,16885,88712,27319,50580,2200,2168201,61024,23358,75011,244030,506700,41440,20931,72191,,239673,40620,238503,57032
1997-05,5,1997,8203,22966,4832,23916,63996,96989,4308,56442,34654,3372,24450,68800,132276,37370,45840,124937,99563,4419,154231,84410,314810,104400,966895,21476,242760,313842,57894,9130,254395,8398,387000,234434,4099,5555,116355,11541,69075,44378,833,1743100,39555,1763500,64052,9364,37560,40808,42078,26920,67764,64224,623400,13840,134900,54377,488411,10900,87000,7600,21089000,47940,60572,29350,6844,49715,22980900,85726,45634,15990,23142,211256,18198,481037,69300,245120,28372,,21695,3750,350,11505,27654,23043,10311,716300,7788,78638,13469,17887,82800,120000,75386,20830,51665,39201,200600,5558,18312,122909,19676,805,30,158290,33596,8458,5913,23101,1531600,34048,4005,245500,7922,864127,868079,162783,2004776,20834,53861,351330,3187389,35910,196220,608800,120687,67905,897704,12191,25706,37284,24068,163073,6154,11800,24591,15450,66800,46760,2100,22357,141568,16818,38543,31161,1266881,545302,721579,28290,63824,67752,15710,48003,3832627,130139,8565,38993,15353,53600,40128,660,8901,6500,,127325,198638,50099,62050,8927,15625,143422,39120,61639,1970,2063394,64747,35240,58392,274534,485500,34760,20552,117055,,235024,40130,237641,123621
1997-06,6,1997,7058,22060,4148,21215,62590,97744,4928,50911,35990,3713,18700,62800,130421,41000,50710,120885,101380,4373,150124,83746,322720,93500,953172,21636,239850,285901,58277,8920,273345,7747,364520,182719,3405,4838,119589,11121,62841,43416,758,1703100,39456,1864438,63905,9252,30400,34557,39640,26053,67446,63609,614800,13840,128500,51829,497147,17000,80190,6436,23383800,47940,59037,32520,5754,39602,23254000,88465,45791,16984,21851,192461,16742,481564,65800,233437,27521,,21465,3680,344,10084,25688,21720,10228,721200,7755,75792,14412,14926,77500,139706,75734,20454,45368,34325,197800,5389,17927,117500,18713,796,230,166966,32155,8312,5928,15470,1483000,33014,4298,216850,8176,861143,873489,150784,1966219,18996,46469,360756,2970340,36299,196130,593000,123805,62841,865129,14837,29289,37709,28021,161796,7920,11000,25460,15530,65200,45565,4500,21182,136512,16818,38056,24675,871579,278496,593083,27230,61362,68212,16170,46388,3470691,134130,8114,40343,15056,49500,37913,680,8481,12180,,132026,193097,42520,54753,5121,13662,104537,27875,51372,2396,1878560,65633,23167,42570,272100,433390,36520,20240,124461,,227740,39612,236783,119641
1997-07,7,1997,6291,21656,3451,18737,61194,93621,4809,47507,37473,3595,15590,58500,93206,35250,54600,108574,98478,4367,141101,83746,305120,69800,922440,21464,235411,260621,65129,8700,238022,6982,358328,138062,2802,5196,118917,10713,51633,40365,686,1693000,39512,1744978,55335,9030,22760,28342,35790,23169,67971,57321,566100,13840,115800,47985,334266,17196,74690,6156,23293000,47830,56744,32540,4607,27164,23426000,88036,42887,16273,17628,169654,19610,410387,60500,221395,26477,3830,21026,3610,341,10000,23871,20285,10100,691700,7194,70293,14091,12086,70900,134800,66855,20081,35935,34325,166100,4512,17262,107898,17890,793,260,162895,32697,8490,5906,21060,1431600,31930,3929,192232,7988,766503,788519,136749,1896345,16270,46731,358981,2441723,35910,196930,588900,123669,55665,630007,15303,33493,35215,26209,156967,7381,10716,24942,14800,64600,42404,5990,20011,118327,15552,38056,15632,553683,108480,445203,26020,57468,66799,13505,41966,2944938,134590,7117,41313,15190,31400,34250,680,8017,12753,,116557,185611,26067,36074,4707,11152,42461,43951,67597,3700,1669149,64476,27820,27696,248353,354550,36520,19758,123315,,217306,38960,237482,103097
1997-08,8,1997,5594,20506,2699,16310,59679,91235,4701,44935,34134,3452,12190,45700,62213,26600,58190,95179,90668,4347,132260,75989,298700,51700,856307,20453,232078,239761,67153,8560,202398,6284,326780,95834,2363,5474,90095,10377,43962,38207,620,1636100,38980,1633568,35067,8587,14780,22046,31325,22053,67375,28198,545900,13283,101700,43715,247626,13488,62510,5609,22842100,47390,55458,29720,3527,19430,23577000,88022,38992,15148,14269,159420,15114,331179,54800,211995,25345,3620,21920,3560,335,9153,22833,18822,,627800,5716,63475,14225,9462,60800,118000,44057,19749,28714,32759,122500,3229,16317,80160,17028,788,283,149065,29029,8570,5986,20000,1387900,30803,3860,163225,7809,638488,699720,123468,1826729,14992,45132,333322,2201798,35472,195270,577900,118647,45801,432405,15173,33493,36685,19384,160374,8048,9500,24273,11410,64800,37827,5800,18733,92624,15175,42176,11381,396307,61758,334549,25390,54621,58671,11225,37536,2554757,129904,6073,40064,15488,18900,30521,680,7615,12565,,97485,182713,11060,16603,4297,8406,8655,27782,52118,2140,1550322,64895,32440,12230,228037,288320,36220,19313,103522,,207884,38440,238279,106154
1997-09,9,1997,5135,19039,1854,14331,58580,87074,4824,39572,31394,3563,10470,42700,44666,19700,57400,92870,77881,18111,124545,72995,292840,51400,813661,18961,228200,236715,71511,8390,160326,6021,308230,66583,1908,4314,39843,9939,39564,31229,588,1674000,32278,1588010,16070,5484,12320,8597,27692,20863,63588,17781,556100,9324,87700,40997,224063,13560,55580,5422,22801400,47280,51002,25580,2047,16067,23769000,81050,28661,14089,13100,152770,14859,295880,48600,206750,23559,3922,21620,3490,335,8862,20647,18120,9905,567700,4754,60397,15225,6993,56900,96300,35111,19470,20188,33824,103900,1807,13381,44215,15360,790,280,152706,26092,8484,6191,19560,1354400,30066,4329,149250,8214,612631,637312,113006,1819300,14092,47782,301804,2139728,35200,196510,579800,105133,35104,390641,14581,33400,39122,14996,162855,7627,9085,10019,7677,53700,33586,5600,17663,71023,15172,42376,7011,593428,131779,461649,24740,52023,47925,9525,33988,2308339,110556,4717,40713,14265,15700,27531,605,7286,12050,,75286,181502,12207,9032,4010,6422,10205,30348,53873,2520,1493875,59271,18360,0,184350,274670,34430,18935,80076,,201364,37695,238279,118765
1997-10,10,1997,5048,18141,1800,11652,57629,69353,4658,31881,26963,3475,13370,46325,51120,19000,57080,80155,64637,38531,119380,69339,313960,51600,751270,18420,224393,239327,67346,8290,125404,6028,303172,54830,1559,4033,34737,5735,37030,22561,561,1491200,26538,1550780,12698,3764,12640,7700,25402,19600,66964,1042,490952,5521,74974,40462,162781,9912,55710,4835,22553800,46740,47719,23640,,13969,24343000,77271,27705,12960,2991,142233,9478,270077,38643,205040,21734,3724,23053,3460,335,8745,20071,17222,9905,508800,4076,56755,13874,4224,54198,97400,27849,19275,12716,,79956,1854,8646,27146,15314,793,280,127179,22347,8490,6008,19560,1334342,29127,4255,146377,7932,563755,590269,108097,1814492,13972,50513,274416,2032123,35944,172200,551900,106418,27532,429129,14606,32533,33551,9964,162095,6435,9000,24042,1631,33569,33586,6000,16695,47540,13507,41856,5164,827147,279232,547915,25520,53460,35461,7270,32834,2317049,96722,3010,37060,14592,19268,25540,600,6864,9866,,64889,181351,14245,6782,3733,6412,7497,35451,59121,3540,1440767,54078,18000,0,161495,284720,32210,18567,61652,,196321,37129,223194,80960
1997-11,11,1997,6368,17790,725,9484,57359,53872,4808,38801,22371,3861,21660,44570,51120,22790,57390,80471,55040,49481,118439,67546,324510,56600,700469,18150,233130,252443,68558,8640,137785,6990,301800,85234,1287,5555,46418,4082,49322,19329,588,1473900,25260,1536076,11869,3305,14540,10084,25012,11331,45869,1042,433278,5521,62637,40618,179726,7770,55800,4454,22123100,45540,48336,23120,2476,14941,24822000,74815,27092,12618,5441,148584,8312,245129,32254,205800,20189,3561,21726,3500,350,8804,20571,17030,9817,490500,3569,52832,13881,3842,54622,105500,25370,19338,6082,41609,66422,2069,5928,16056,15640,794,325,124364,22936,8529,5949,13250,1353892,28877,4025,150440,8256,563552,583967,105344,1825365,13929,43697,251755,2061894,36904,165100,562800,106871,28035,464578,13537,30490,35502,9817,166235,7741,10000,24372,1359,36033,36567,5400,16667,24787,12574,42016,5514,1165611,451888,713723,27590,53846,34296,6505,34030,2535041,87181,2477,35876,14787,25762,24574,543,7041,7970,,59925,182319,18943,10817,3567,4076,10665,25087,49542,2790,1462656,53332,10490,66,153493,326420,31600,18709,45646,,202801,37185,206006,49777
1997-12,12,1997,8354,17524,1000,9795,58034,32239,4576,42539,18458,4017,20880,32683,25913,28260,57460,81592,45611,39795,131835,66597,307190,95400,624226,17970,227947,287087,69229,8880,156248,7781,302714,124905,1723,5354,56541,4622,69781,16441,607,1692701,26088,1542365,8442,3181,15800,23034,25201,1770,49405,1042,421185,5521,50496,40853,218064,6530,56220,7578,21595100,43400,48780,25380,3335,16697,25105212,56770,23984,12254,4952,163710,9265,242524,32726,212390,22210,3980,21193,3550,350,8862,21506,17148,9884,468500,3188,48409,13970,3774,55548,110100,26586,20510,5193,43990,54453,2656,3951,10569,16200,791,576,130717,21074,8493,5613,12072,1388259,27313,3515,187145,8296,548378,586972,105138,1853028,21122,48411,227492,2224172,37463,162200,598400,107367,39289,501028,15017,33307,33833,9875,167421,7771,10313,24189,1301,45729,45044,4100,18079,10123,14049,42255,7537,1642982,649394,953588,28690,56623,41524,9030,36565,2734108,87690,1825,32575,15110,16553,23889,550,8112,6482,,54574,183229,33020,7897,3434,4133,6749,36891,62185,2260,1495552,53847,16300,11112,137747,343760,31960,18885,37937,,211304,37525,204857,39573
1998-01,1,1998,8890,19132,4728,9564,58992,22818,4725,47209,19255,4017,26380,35637,44900,33070,59120,102660,57726,37175,141791,81247,321330,106100,707938,17223,236900,286691,70318,10620,167727,8642,334268,288967,1993,5555,51524,12250,74231,19917,843,1681600,36776,1618284,8767,3874,30800,49486,25137,10933,70101,1051,542030,6000,58632,42029,320069,5350,72100,7433,21102600,41500,51337,26920,5067,32725,25068000,44776,21274,12673,6249,228944,3555,242004,37019,229010,32895,3890,19950,3950,350,9270,31000,18728,10121,529700,4348,61402,13653,7431,72756,115200,33472,19947,6044,51125,79593,3942,4636,14827,20000,801,670,150818,33798,8831,6021,18428,1540090,25635,4171,259962,8421,695377,645378,169524,1925187,22430,44635,196204,2654963,38667,166030,547800,107949,63536,573991,15355,33582,38625,9605,169485,7410,10772,23640,1473,65988,51302,3500,22060,17115,15268,42977,9316,1858715,790532,1068183,34420,62300,43236,9620,45939,3390210,89255,1510,34741,10548,45436,30691,593,10572,4800,,55110,187425,37492,13049,3750,4172,9326,37603,60779,2140,1799691,55812,20350,10090,162733,417680,38500,19440,24122,585,257138,40781,205888,45094
1998-02,2,1998,8890,17268,6155,19937,63707,28211,4739,39470,20209,4017,28590,32230,45137,33000,60710,111866,62768,34825,184394,98342,297930,107000,784708,16930,260280,318914,69960,10680,150480,8693,360236,468800,4947,5555,46135,23776,73322,26770,4789,1657000,38322,1677941,6099,3507,48400,49240,43052,5156,70371,1159,558821,6400,70374,43455,365785,4650,88110,7687,20630000,40250,54473,32900,16530,32934,25014000,30766,19658,13253,5535,267339,3318,283911,41506,274420,32895,3694,19725,3900,350,13537,31000,34175,20182,610500,4417,89482,14404,18545,74376,127100,20528,23126,6187,56326,78870,3988,4461,16650,20000,803,940,172733,33295,9032,5971,18428,1652573,30302,4067,312600,7889,755338,666942,167854,1954511,22430,39976,155580,2713849,49842,163090,574300,110095,62384,750187,15512,34001,38195,8761,168780,8327,12025,15343,1842,65988,49473,3300,24344,21423,14377,44094,30054,2025549,963272,1062277,38340,77562,87917,25605,48547,3567220,76274,1947,36780,12236,46566,41499,524,10572,4500,,47538,192437,37204,59473,11671,9852,49706,33867,57282,2520,1976724,56137,26710,147163,173102,426700,41440,24385,17779,740,271352,41139,219787,36568
1998-03,3,1998,8891,16631,6155,27101,69427,53580,4455,96970,32719,4017,29180,35105,58936,34930,60630,125390,64481,42695,190807,97913,239210,106100,850721,16310,256720,319801,64300,9410,137927,8595,402584,322604,3788,5555,35254,18562,90209,30360,5180,1656000,39533,1667862,11731,4602,50200,48744,55825,16126,70445,1042,680299,7000,77591,45052,425561,2700,97590,7700,20273000,39940,55746,28200,23409,54040,25046000,32341,17625,13823,11434,264157,3570,335861,40977,287150,32895,3620,20416,3980,350,13538,31000,34412,25612,643700,5108,88393,13359,19185,74186,130100,25569,20393,19450,55682,103975,4033,7538,19124,20000,3528,930,169561,34155,8504,5971,16087,1613108,33955,4358,321737,6959,788268,686351,214307,1999129,22430,49740,136345,2812374,49932,199060,542000,110835,62305,789679,15355,34001,38748,9497,163514,8286,12000,25128,1577,65988,49473,2100,24418,33839,13383,45881,40308,2028090,964756,1063334,34980,78557,87614,24705,48547,3552990,52877,3607,36543,12007,54270,41292,542,10572,2165,,47837,202977,46695,57817,16872,14042,66038,36962,60699,2080,2230544,58117,28068,132148,192325,471960,38360,26146,6498,3010,246284,41079,206654,36106
1998-04,4,1998,8891,24030,6140,39101,72358,78931,4457,133984,35079,3935,30560,38870,78050,28930,60280,131932,65581,44165,192642,97626,255640,105700,916440,15930,255000,319358,67780,9250,129099,8789,400640,318653,11330,5555,14997,22371,90737,34923,6864,1727600,39085,1625922,19435,5138,50200,48461,73514,26243,70420,1449,760124,10638,77908,56989,368311,1660,94880,7506,20745000,41500,67364,27030,29718,73461,24813000,32501,16313,14533,17474,270521,6864,390245,37389,303450,32895,3576,20912,4000,350,13537,31000,33950,25529,615400,5537,88550,14083,19559,75893,118400,28696,21320,28089,54306,124434,4049,12377,46275,20000,2104,930,171225,34925,8796,5840,16529,1605178,40804,3923,354210,7692,839218,700145,241188,2052301,22430,41759,137965,3025675,49921,199510,581400,122355,75707,766806,14734,30490,40059,18321,156245,8357,11928,17353,2969,65988,48075,950,24049,52496,14598,50769,46154,1999821,937594,1062227,36790,80082,87248,28000,48547,4061175,43841,4259,35927,13558,59013,41080,599,10552,950,,63961,212152,50344,65310,23783,25684,95696,43605,67201,2200,2113048,60675,27598,145550,205553,495750,38630,28593,9691,2690,244514,40841,233801,39471
1998-05,5,1998,8891,23580,6155,42178,72640,96760,4731,130502,32049,3891,31410,54835,111580,21700,59910,138991,89970,45884,192642,97482,288050,106400,1060764,16730,254800,320912,70242,9470,152240,8335,401126,318214,11304,5555,43432,19664,91319,44702,4651,1738400,40042,1695925,60395,7356,49480,49417,79315,25681,70551,1042,752089,13840,107106,56269,326632,1870,97710,7565,22645300,45000,72127,26250,33070,85390,24630000,39878,27904,14298,22073,283390,7175,455443,46168,312950,32895,3860,21115,4010,350,13538,31000,33872,25492,653600,7453,88465,13587,19954,90906,105500,43552,22132,42925,51325,156220,4033,17519,121871,20000,2909,930,175534,34563,8984,6020,16393,1614462,43275,4202,371915,6825,949750,728081,239665,2112632,22430,45892,195098,3301917,50495,199400,615600,124898,79514,688780,15355,33260,39741,16775,167997,8283,11900,25768,3101,65988,48120,1000,24071,87080,18577,50931,45969,2028725,966845,1061880,37250,77842,87066,28000,48547,4453590,82938,4124,35703,11734,62897,41000,658,10534,1350,,102937,212617,49145,81549,27498,28059,71842,34586,56830,2020,2265154,66206,23627,149822,250632,510060,38310,28798,17618,5450,253989,40781,237227,36974
1998-06,6,1998,8598,23050,6137,42595,72140,97047,4834,125747,36719,3852,30380,68510,130245,36980,59630,138070,104682,44788,192917,93956,402690,103800,1115974,20630,254000,317255,72417,9430,250030,7895,395296,269507,11166,5555,75310,12127,91319,45117,2865,1695200,40141,1919682,62551,9247,49200,48249,79042,25495,70525,57210,908659,13840,134712,56062,478022,11240,93120,7529,23727000,48600,74142,28560,31827,83071,24673000,83679,44781,16703,22521,289922,7175,535767,63005,313220,32873,3546,20924,3960,350,13538,30535,33650,25442,724900,7904,87919,13727,19275,94231,123700,75707,21454,49900,51829,208971,4293,17839,124075,20000,1833,930,160356,34667,8936,5896,17960,1584573,43627,4210,362827,8256,961446,967277,237859,2331120,21030,47204,314882,3524003,49880,198510,556000,124944,78101,938996,15095,31192,39619,28724,159270,8292,11501,23874,15280,65988,47729,3200,23872,133123,19227,50188,40847,2024025,963145,1060880,36120,78146,88000,27650,47859,4482133,114915,7693,36863,16821,63423,41045,680,10239,6720,,183827,230343,48789,92686,26346,27026,146889,34038,55792,3870,2423791,65080,30552,137680,274147,501700,36690,27750,69863,5200,244857,40722,239367,91955
1998-07,7,1998,7865,22455,5369,40898,71771,97349,4741,108606,35542,3691,28360,60552,135691,42550,58900,126720,99924,39644,192459,80030,333070,99100,1098271,21310,251000,313710,66118,9260,270625,7197,373841,212480,10377,5472,121742,10152,86998,43818,1168,1683000,38918,2017109,63892,9487,42320,48036,75627,26533,66203,62243,926916,13840,128187,52679,518815,16800,84060,7553,23565000,48930,71131,34620,28118,71639,24766000,88151,44135,17355,17372,280874,10875,552937,68616,301370,31756,3876,21877,3890,350,13537,29025,32391,25410,706000,7575,82849,14120,18401,86371,163000,68520,21262,49079,51932,191887,5490,18312,120726,19900,808,930,149200,33445,8706,6015,17464,1538576,42750,3876,336107,8064,916737,1004489,222652,2340247,19707,46968,361152,3340440,48598,196270,,124829,74084,975523,15070,32533,33889,26937,158998,6903,10567,24136,15480,62937,45858,5860,23078,137650,18477,49544,40467,1824308,820221,1004087,34200,80235,89000,25605,45214,4147365,133935,8410,37769,13963,59285,39100,694,9534,12500,,183827,224881,47271,76412,20906,25223,143135,43147,66402,3460,2393782,65104,33290,134621,262863,413490,36360,26306,123592,4060,239335,40426,238311,121470
1998-08,8,1998,6538,20753,4181,38665,71186,94187,4760,86395,35614,3641,26270,52735,101480,36420,58890,95548,87367,44321,189078,82427,254940,84800,1021874,21300,247800,306323,69379,9060,255274,6539,348854,165702,8948,5307,98742,9792,79211,39177,856,1704100,35052,1864438,53717,9034,42000,46751,70948,21681,64471,56331,833931,9230,108468,47153,446027,16060,75470,7586,22866000,47720,67758,35850,23947,58834,25052000,88208,35073,16605,12734,267191,13240,436059,64713,293967,29416,3922,22204,3830,346,13275,27115,30944,25324,679400,6471,76674,13631,17491,72531,159100,52690,21606,38235,51829,157900,4543,16263,102759,19100,798,880,140151,33445,9388,5780,21400,1493129,41630,3987,313120,8351,780068,892802,205042,2202050,19269,51046,347235,3059166,48095,196470,588900,124101,65188,789886,14734,32622,37284,20048,160847,7560,9763,25566,14030,64772,42778,6570,21546,110413,16798,48796,41859,1566459,692465,873994,32070,82306,86620,23250,41586,3705166,133282,7293,39677,14959,40321,36480,706,9449,12825,,135799,206586,42072,44023,15295,22327,82964,39266,62257,3230,2205375,66368,36400,121765,211706,315320,34240,24970,121068,2980,232545,39836,237672,114661
