date,month,year,APN,ANT,AST,BRT,BRV,BRD,BTH,BLB,BOC,BMP,BQC,BWN,BWS,BDP,BIO,BUC,BCL,BTV,CCH,CVE,CMN,CFW,ALM,CPL,CSI,CAS,SLW,CHB,CHY,JNN,CLK,CLA,CGS,CMB,CTG,CYC,MNC,CNV,CUY,MHV,DLV,DNP,DON,DNL,DWN,EPK,ELC,ENR,ENG,FLR,FOL,FRL,FMD,FRD,MIL,GLK,GBR,GBL,PWL,GNT,DAV,HWE,HNS,HID,MEA,HNT,ICH,INL,MMW,INV,IRC,ISB,JCK,ATN,KNT,KRH,KES,LFY,LGT,HMT,HNN,HDG,LVD,TAH,LVY,LRA,LEW,LNG,LGV,CRW,LON,LSB,LWB,CRY,HHL,LYS,SWB,MPL,EDN,MRT,MAT,MHW,MCO,MCS,MMR,MDO,BER,MOR,MRR,NCM,NAT,BUL,MCR,NHG,NML,NCA,ONF,HTH,ORO,LOT,PAR,HVS,PRR,PLL,PNF,PT6,PT7,BIT,PRS,PYM,QUL,RLC,RDN,RLF,RLL,RTD,SDB,SLN,SLS,SNN,SAT,SGB,SNL,SLF,LUS,SPB,SVT,PRU,SGC,SFL,SHA,SHV,SIV,SKN,SLB,SLC,JNK,SOL,SLJ,SLK,SPG,SPM,STP,STG,SCC,STD,SW3,TRM,TAB,TMT,TNM,CLE,TUL,TLC,TWT,UNV,KLM,USL,VIL,TAE,VLP,WRS,WHR,WHI,WSN
2002-12,12,2002,8851,13915,3764,7075,37109,32345,,59576,4770,,,46800,44763,10100,57386,16770,56839,36665,124921,41103,262305,70800,760511,13837,195056,315953,71017,8841,211400,8638,97000,233585,314,,36596,13397,72131,22804,345,1678800,39428,1299230,6574,4055,22060,35410,19826,3270,66783,1125,537546,9300,69171,23339,306854,8840,15700,1020,13773800,21800,42672,30100,4334,14539,16718000,44041,23300,14607,6841,122934,6094,138222,40300,226520,29985,,21671,,,6099,31000,4305,7577,72800,4400,38452,14203,11397,48579,108900,26900,20463,3795,44170,123233,3960,5348,23359,15920,799,532,34920,32302,9004,3936,16427,1494817,4801,4268,170150,7960,615746,318300,134501,1358261,22430,43230,238300,1624336,36370,170437,546700,126658,65700,261655,15121,33169,39556,7750,165473,,8616,23810,1570,66700,52300,3880,12717,47653,12748,45398,2601,1010089,690286,319803,28853,68135,28400,13325,33697,3223197,113530,2131,34145,9640,29106,27666,,8868,4340,,100900,113218,41320,11558,2556,6370,12956,27042,51463,2330,1575140,54152,18540,,155100,254600,28641,17914,50245,,265710,33236,214507,42632
2003-01,1,2003,8891,15503,5428,7080,37050,21106,,43960,8360,,,43200,50969,13540,57380,19845,61746,40136,123170,40189,282800,104200,802618,13632,193663,280386,70998,8720,191900,8564,101900,261165,412,,43204,11966,67859,26754,332,1705300,35524,1374504,7498,4410,31520,48660,22777,6360,64074,1161,601048,10300,75500,25139,360801,6640,24100,1172,13269100,20690,45410,31910,4945,17819,16854000,45856,22500,15400,6216,156900,4488,142021,45500,238995,32895,,20710,,,6294,31000,3899,7565,86210,5300,41729,13971,12516,63000,116400,27000,20174,8467,49240,137468,3862,5330,15261,17492,821,518,16759,25661,8712,4026,18068,1570778,4780,4115,195787,8316,729845,346100,139018,1405253,22430,45944,238500,2153511,34431,171690,537100,118625,60600,305142,14129,27797,38564,8610,164232,,8663,23823,2130,66600,48800,3080,13119,27831,11871,47677,3935,1437576,867738,569838,30710,68144,28500,13993,40291,3536772,108389,2347,37330,11800,50600,29911,,10572,3820,,98700,116276,40190,14011,2541,7194,16114,34552,59139,2650,1885928,55336,17660,,149400,350900,30580,17883,46851,,244672,33183,205476,38325
2003-02,2,2003,8891,17038,5271,7241,38180,21573,,75378,16197,,,36000,38036,17090,57090,21630,66432,39439,122969,35602,305630,104400,786312,13530,194127,248734,69772,8790,180400,8685,106600,292439,2952,,29578,12218,68092,28642,480,1728000,33055,1414349,5155,3710,36030,48520,26892,3470,64226,1149,531361,10500,75807,26723,410466,4610,26600,2487,12833200,19680,46326,33100,6196,20909,16978000,35169,20100,15804,8188,165690,5431,151652,49600,243140,32895,,22217,,,6594,31000,5004,7400,85000,5530,41457,14091,12348,69800,122900,21500,20468,9422,52238,138589,3470,4661,17356,18579,798,1100,16767,17780,9105,3879,17735,1586498,4906,4104,212700,8516,732725,365800,141362,1426776,22430,44818,234700,2259701,34802,166910,572900,114210,59700,365549,13636,33769,33496,9250,164535,,12025,24403,2600,66800,48300,2460,13248,13546,12402,48491,12598,1739389,902252,837137,31720,70157,30600,13772,44539,3584283,93642,2591,37184,12100,44100,31749,,10572,3300,,97700,114638,40370,21563,2659,9817,12384,32185,56064,2790,1939538,56181,25600,,149700,421000,31260,18269,46242,,245068,33023,202106,40700
2003-03,3,2003,8891,20736,5280,7690,40260,27909,,116672,19296,,,41200,53447,19410,57950,24383,78198,38832,125167,34248,303830,103300,841747,14028,196918,279360,69379,8880,188700,8657,113100,315142,4412,,36432,11952,83289,32360,817,1685900,36756,1434000,9136,4610,41980,48460,31734,7870,64074,1353,619747,12000,83500,29370,464706,2680,33200,6037,13600000,18550,50578,28700,8174,24929,16820000,40387,22200,15800,18248,178154,5377,173976,55100,249975,32895,,22248,,,7236,31000,6233,7646,97100,7130,42508,14068,12978,84600,130500,23800,20519,9274,56380,147800,3493,7011,37320,20000,830,1069,75111,27894,8444,3858,18878,1604405,4976,3993,240160,7899,783240,385400,144959,1425154,22430,38870,241400,2634628,35235,178550,540800,123442,78900,441279,12796,33261,38934,11400,160436,,11815,23909,2260,65988,49100,1854,14993,21322,12906,48733,22249,1953851,969295,984556,33060,72720,32900,15570,48425,4103708,87617,3871,37049,11300,49500,34733,,10572,2850,,105400,125173,48100,36970,3028,12464,51722,36361,60073,2030,2036181,57071,28564,,178900,476700,31770,19017,48767,,244541,33236,206890,37677
2003-04,4,2003,8891,23239,5950,7806,40780,52672,,129077,23600,,,49400,72958,18710,59600,28611,89411,46308,126756,38212,312130,106600,916431,15514,195752,298400,71720,9110,203700,8764,126400,327003,4444,,49594,11966,92038,41008,890,1686000,40690,1510000,6978,5780,45340,48870,33030,9661,63717,1266,830606,13100,91315,32531,501551,3000,45780,7031,12243400,17670,55044,29340,9025,29772,16287000,57124,27600,15619,23655,196784,8514,202709,58800,253350,32895,,21152,,,7419,31000,6131,7710,136000,7750,43627,13808,12090,91100,127900,31300,20486,18703,58176,172300,3970,11441,30297,20000,820,486,139700,28254,8418,5513,19695,1617750,4908,4037,239940,8601,895619,434400,158315,1427227,22430,45629,237500,3073436,35323,189180,591500,125903,77700,523629,15173,33677,39058,14100,161683,,11815,23671,2970,66900,52300,1790,14827,50018,16391,49303,28754,1818676,898433,920243,35970,73846,36000,20177,48425,4536624,84539,5236,33844,9430,54100,41299,,10572,2370,,119900,128241,48930,52871,3185,16167,100610,44491,68811,1910,2215948,60826,31110,,209900,480620,34270,19325,53795,,249128,33183,247764,44743
2003-05,5,2003,8864,23258,6115,7806,40450,94904,,132156,29800,,,68800,127699,20550,59290,31968,104736,46104,130574,39826,356870,104000,1018457,20251,195298,318316,72054,9136,261200,8422,129260,303758,4603,,113464,11782,87437,44983,867,1715100,40262,1675000,61099,9490,46420,48410,30289,25500,70897,40219,962364,14200,127914,34176,490350,8360,49645,7043,12756490,18550,57884,28850,9519,35517,15893000,87809,37600,17600,22634,195761,10023,270314,69900,256530,32769,,21970,,,7525,30750,6046,8107,198000,7950,44975,13830,12118,93500,126700,50000,20360,50232,57847,204100,4295,18128,122724,20000,808,695,173055,31667,7699,5812,18952,1596312,4866,4052,234677,7760,961925,584600,158257,1459446,21808,40305,361000,3512826,34285,190330,596100,124921,79800,743907,14455,33215,36507,25800,161683,,11762,24457,15343,66600,46500,3200,14574,117970,18840,49384,37830,1428330,743987,684343,35798,72282,41600,19421,48547,4435987,96339,6830,39062,13400,64500,41189,,10492,4620,,162700,139729,48680,73335,3238,14382,119896,46602,69888,3080,2353849,65000,27598,,252900,464344,33716,19325,80039,,243541,33023,238503,74695
2003-06,6,2003,8456,22314,5575,7676,39118,97672,,117074,31030,,,66800,124409,28950,56390,26415,101525,45430,128541,38035,376860,98400,1024201,22425,193663,314523,71977,8950,273400,8254,108600,255767,3952,,108928,11507,82785,42764,800,1695800,39456,1842697,62948,9550,45160,47900,26693,25500,66242,56303,923969,14000,132610,31402,483279,17100,39700,6677,13364500,29640,55842,34950,9311,35201,15733000,87765,42100,17500,21685,178530,18917,303813,69200,249975,31962,,22626,,,7288,29200,5814,8029,226000,7782,45055,14263,10398,90600,134800,66600,19993,49515,56326,203000,5470,18369,111552,19676,785,343,175241,32154,7612,5913,19560,1555501,4677,3721,212905,7941,911922,661400,146804,1447233,20258,47362,359600,3461356,32308,195050,591100,123556,76100,669557,14304,31588,35797,29900,165105,,11396,24625,15417,65600,45200,5640,13683,141568,18537,48896,38212,1217645,659896,557749,34080,69439,44000,18775,47569,4088097,132158,8706,39385,11900,54200,39315,,10062,9960,,177900,157000,49200,65009,3117,12426,86156,30413,54027,1910,2366660,65314,31650,,254000,381500,31460,19048,115562,,238634,32548,237831,120529
2003-07,7,2003,7522,20753,4584,7520,37780,95581,,92541,31000,,,56400,86166,24180,55570,18982,96003,46782,124247,35945,324250,67800,976061,22301,189989,303539,72417,8720,263700,7419,87240,199002,3165,,96576,11057,73401,43301,747,1742900,38074,1698184,53725,9300,32640,46480,23698,23500,65456,39859,800125,13508,119072,29212,344909,16700,29730,5563,12793800,32280,53280,32530,8045,25574,15598000,86899,38700,17567,19298,166950,16507,249631,62400,235987,30755,,22664,,,7110,27538,5077,7494,190700,7310,44046,13978,8867,82600,124200,57500,19722,47728,52851,186800,3621,17656,79860,18472,780,292,159463,29166,8131,5950,17816,1505888,4494,4030,187730,8306,789276,575500,132508,1368774,18454,46180,346100,2850416,32144,194810,595800,122265,68379,368043,14505,32667,35504,26944,158233,,10721,23698,11900,65600,41900,6460,12746,131946,18961,48410,34855,918347,396467,521880,32480,68914,46100,17123,42677,3547162,134304,7725,37231,9950,39200,35820,,9578,12200,,161439,147900,49800,30091,2790,10115,14340,33562,57084,3790,2251986,65498,32460,,222300,288682,29080,18722,104337,,230488,31919,238055,108000
2003-08,8,2003,6301,19203,3478,7352,36779,82213,,80778,31300,,,48600,84994,16310,54790,17901,88683,48207,119503,33913,287050,38000,922686,20512,186354,319114,69238,8525,251500,6838,57560,153718,2403,,94429,10712,64039,40422,696,1739400,36628,1571971,45870,8890,23190,44910,20350,20800,66799,26045,699947,12200,106200,27243,252472,15500,21176,4802,12156000,31900,51154,30360,5995,17898,15741000,87622,36300,17439,11259,159780,14258,199588,54200,224060,29507,,22322,,,6920,25769,4521,7394,137200,6353,42932,13889,7482,70800,106300,50300,19602,35228,49831,163700,2020,16927,44405,17311,780,100,135265,26874,8222,5759,19960,1464569,4352,4022,160950,7847,667426,496000,118675,1303719,16724,48783,316900,2458192,32391,193690,595600,115955,59500,232560,14556,32849,38564,23300,164106,,9912,24464,7710,62400,37500,6450,11904,119756,18638,47840,23569,787480,257536,529944,31321,68534,47300,14438,38034,3258552,126667,6740,35166,10800,32500,33705,,9265,11800,,144200,143700,35030,12690,2498,7819,9611,38034,62051,3000,2071228,65646,29308,,195000,218393,26960,18350,84651,,222531,31348,237545,85323
2003-09,9,2003,5640,17709,2468,7214,35660,71604,,51054,26800,,,48664,83627,10110,52060,17552,77019,47731,115449,32591,278840,26100,869943,18863,183434,314325,69988,8360,230000,6259,61360,113000,2726,,76295,6366,61978,31814,636,1643100,30865,1515000,33331,6580,16960,43520,18500,19700,68868,8599,658100,7226,92200,26077,215000,15600,14440,4128,12109500,33535,49227,23470,4825,12320,15618000,81477,30800,16800,5322,151390,15334,172040,44800,217950,27451,,21781,,,6272,24210,4414,7293,81300,5700,37058,13904,6221,59900,89700,38500,19447,24864,47982,134064,1630,12717,34690,15547,780,100,110928,24194,8625,5739,19960,1430888,4215,4022,144035,8026,638488,444400,108611,1280300,16051,45420,284200,2283761,32267,189900,562100,113594,44900,181929,14030,32986,37164,15600,165092,,9470,24963,6780,43300,33800,6100,11080,98679,18577,47350,12890,939243,286499,652744,29440,67634,27100,12769,33120,3159376,124555,5307,36288,10300,23900,31659,,8622,11200,,126386,139421,33050,7582,2269,5884,6128,,56258,2450,1881200,62119,18180,,186200,174793,24860,17981,62367,,215486,30785,237600,78452
2003-10,10,2003,4972,16315,1353,7132,34720,75521,,31504,17061,,,45600,72149,7410,50945,17220,64014,47083,111671,31777,289312,21500,832584,17300,181206,283290,67383,8250,219042,5996,56570,87676,1051,,76932,6216,57796,22931,588,1468000,29113,1441066,23303,5695,16460,42100,17449,19059,65363,1051,561872,6940,77696,25537,211032,13100,13745,3780,11935100,31230,47485,21530,4584,9521,15517000,64820,28700,15598,3417,148820,16160,150156,35100,215950,25169,,22174,,,5537,22600,4323,7204,23080,4580,35175,13918,2394,53000,89700,32800,18896,22636,46936,134519,2380,6975,22220,14544,781,100,95958,24483,9158,3889,15827,1410696,4128,4421,139325,8326,606395,393963,100584,1265987,15771,43386,256100,2185994,32185,169171,564900,115601,33000,153320,13832,33169,34577,10200,168164,,8802,12729,6160,44900,29452,5600,10199,67400,18840,45642,3365,961975,354611,607364,27860,68201,19300,11289,31635,3090889,124492,3284,35031,13300,20800,29992,,8190,9980,,110730,137377,32390,4436,2202,7301,5658,19747,42434,2860,1729051,56062,19800,,173400,157805,23070,17725,51464,,207955,30228,235639,61703
2003-11,11,2003,5056,15444,430,7091,34629,71287,,32838,4500,,,37300,51658,9180,54050,17091,54830,47209,109337,30182,282310,29400,792669,13752,159435,262777,69951,8210,208745,6997,59300,92570,572,,79692,6150,56555,21912,579,1525600,25953,1445000,23669,3290,17740,42230,17932,19781,63603,1078,498994,6807,67385,25469,218400,10650,13802,3506,11796000,28720,46733,22810,5067,9688,15337000,42735,27100,14372,4952,148080,16781,149000,34100,209260,24141,,22131,,,5710,22140,4427,7175,0,3550,34879,14038,1931,50515,92400,29000,18811,15252,45308,127472,2884,3525,15733,14684,784,100,101288,26263,7644,5692,17798,1405396,4068,3735,115920,8195,582890,381700,98892,1275712,15758,42738,236365,2072284,32102,167700,560300,116554,25400,170884,14279,33032,35329,9740,159245,,8896,25193,5180,57600,27302,5080,9749,50400,18038,40175,3380,1122517,509040,613477,27360,68439,19200,10753,32708,3090196,125063,1961,36425,12100,19685,29431,,7904,8830,,97300,136995,33930,6133,2184,7671,9586,29004,52648,2260,1700558,54545,18180,,157900,172169,22650,17658,51243,,201757,29877,206536,45255
2003-12,12,2003,8335,15191,1268,7105,34840,65765,,32204,4640,,,33700,41673,12200,57414,17980,53715,41424,107037,31214,289877,69400,785607,11468,179465,287108,70572,8518,225556,8009,62100,213703,2230,,55388,22925,73944,25845,656,1590300,26548,1480000,18895,3650,21780,49360,19804,16640,64257,1190,532500,7830,62067,25988,253200,8590,15190,3574,11486800,27010,48721,23590,5632,11764,15300000,32412,28000,14318,5379,186360,4551,148505,35932,210430,26104,,22007,,,5839,26608,4683,7169,33980,3540,89073,13808,19834,54278,97800,31900,18847,5968,42394,128349,3097,4087,27573,15920,789,573,105827,22502,8908,4731,16087,1523988,4056,4112,120950,8181,630559,387000,105275,1317700,22430,43671,253000,2248197,32267,172268,516200,108360,62000,210540,9598,30707,33552,9960,158825,,8849,24573,4420,65000,51335,4515,9358,41600,17800,31573,5719,1316540,700771,615769,29640,68771,20092,11414,37094,3345962,114047,931,37082,9500,25300,30472,,10572,7820,,93000,134400,38000,11586,2196,8655,15586,24383,47730,2260,1806200,55314,18540,,157500,208933,24095,17627,52195,,245306,29877,206500,48295
2004-01,1,2004,8891,14804,2490,7118,34540,48896,,46619,5116,,,24400,25871,15220,57783,20964,51897,45383,104950,31214,310040,104600,720147,10852,177018,302400,70459,8697,225389,8685,66590,249774,312,,41206,8631,69191,23637,656,1623400,29429,1538170,10340,3430,25300,48570,24093,7813,64417,1134,554000,8050,51532,26344,319100,6470,17776,3559,10984200,25250,46932,24610,6068,14545,15434000,29011,25300,14567,5149,212174,9237,151263,36715,214957,30908,,22186,,,5925,31000,4878,7165,43720,3470,44402,13859,4816,52280,106700,29500,19139,8361,43143,125643,3233,3780,19656,17027,786,867,105499,19708,8427,3972,17294,1586305,4044,4007,129160,8040,610559,403000,116160,1377100,22430,43411,248128,2458925,34328,166610,510600,119788,60192,265559,13417,32080,33496,9660,165295,,8570,19555,3361,65800,49419,3940,8928,15100,17268,30189,6787,1664413,855380,809033,31717,70109,20500,10712,40850,3606500,100526,931,37999,10400,13700,31799,,10555,6870,,85900,130400,37410,11139,2202,10783,15467,46326,69220,2790,1890100,55541,18180,,139100,264010,26080,17658,52443,,245570,30279,205400,40861
2004-02,2,2004,8891,16275,4968,7352,35190,37058,,61939,6720,,,25200,44553,18980,59230,28770,60581,45602,105252,45837,316840,107200,769637,10744,182093,311630,70742,9790,219042,8709,100140,367258,1971,,30947,13880,71777,28855,920,1715600,37052,1619000,7427,3830,36710,49201,29688,7126,66712,1315,617300,8760,53500,27500,366300,4470,29685,5970,10536900,23710,45780,27840,6992,19829,15404000,27860,24900,15230,6081,266414,6842,157904,34700,223650,32895,,20416,,,6164,31000,5782,7622,87420,3580,50478,14240,9634,57103,116000,33800,20608,9317,54200,123918,3975,3464,20734,19838,807,863,121082,33798,9046,3589,17090,1649058,4140,4453,164625,7998,684929,444600,137735,1442000,22430,47809,229800,2862905,36690,179610,556500,122242,62100,319830,14940,33169,38196,9800,165688,,10363,17864,2490,66500,50119,3290,9935,6971,17307,32416,10622,1878476,906757,971719,37360,73993,26210,10753,48547,3868600,93736,968,38887,10600,33900,35855,,10572,5450,,87100,129900,40892,20254,2282,13450,32585,36432,59616,2720,2106500,56486,32460,,139400,350855,33900,17743,50268,,261414,31297,205600,42179
2004-03,3,2004,8891,22222,6008,7449,36370,56347,,114191,16400,,,34900,51884,24660,58720,32455,70339,46403,103446,47010,350780,104600,837882,10179,180318,311586,70459,9920,229232,8799,145560,317336,2452,,58291,12326,83236,30465,926,1677200,38786,1680000,11667,4440,41470,48546,31660,19871,63346,1434,706553,10300,67700,32070,440262,3700,61573,6530,10179600,22870,51306,31100,7263,24921,15255000,48666,24500,16328,17423,269004,4100,191945,36500,227750,32464,,20877,,,6359,31000,6942,7722,108100,5010,53680,13639,10841,70600,125400,39900,20543,14880,52749,152498,3993,10080,51922,20000,989,706,118238,32351,8192,4009,18230,1600738,4044,4172,173060,7862,755583,532800,146528,1496373,22413,45944,230700,3066010,37770,184250,536200,122355,70500,433764,13563,31633,38996,9320,166413,,10618,12780,4870,66700,48231,2590,9977,25300,18658,33193,11572,2020089,950643,1069446,36710,78024,28067,13994,48402,3905184,89144,3750,36381,10200,52100,41117,,10324,4710,,108100,135800,49330,34147,2401,14889,72134,49073,72808,3460,2151696,58084,32730,,176900,449978,35660,17670,56093,,244699,31400,206094,39600
2004-04,4,2004,8891,23220,5504,7421,36000,70685,,111896,24200,,,45900,87076,21520,58890,32937,84962,38756,100287,45545,357420,104200,911936,13230,177893,309775,71958,9820,248143,8623,131180,305066,2132,,84667,12196,84088,37272,878,1680300,41042,1687000,27171,6730,36880,48370,33593,26339,67130,10906,630205,12600,89300,32713,472520,6560,49280,6532,10193000,23370,52782,31380,7355,26791,14866000,71738,33300,16585,23770,258708,8897,203309,48900,209445,31432,,21313,,,6380,30179,7112,7706,123800,7130,51971,14113,9766,86300,120400,52400,20388,34426,53681,182900,4660,18030,65534,20000,805,715,130656,29028,8072,4902,20540,1577672,4068,4090,169970,8205,781902,576000,140013,1470526,21977,44531,262900,3048779,38871,175660,558200,121204,78001,508300,14179,32712,36210,11900,160934,,10465,24573,10800,66700,47754,2780,9347,70800,16623,33015,7045,1768145,829601,938544,34850,80357,29100,17123,47084,4059792,88379,7980,37764,10200,52734,41045,,9672,4720,,141500,141000,47070,39401,2394,15159,104121,47353,70102,2580,2226232,60664,30570,,225100,436457,34850,17519,67491,,240505,31194,231814,53050
2004-05,5,2004,7959,22928,4669,7310,34880,74659,,95534,30164,,,61000,115760,20580,58100,32589,102201,35555,96563,43246,307970,96100,989690,19400,174838,282176,72983,9630,273345,8409,120910,257081,1695,,116161,11887,79450,40943,800,1728700,40376,1697054,62998,9500,34670,48200,32909,27403,62864,48015,634746,14100,108700,31270,464300,11900,42775,5935,10566000,24820,51703,29580,6639,24744,14324000,87552,40800,17341,23827,241832,20457,227733,65100,192467,30622,,22044,,,6294,29025,6690,7612,154200,7980,50885,14375,9026,90635,118800,67400,20095,49180,50924,189700,5420,18318,114818,19195,786,671,136889,32746,7936,5920,18662,1540093,3960,4272,158150,7602,759636,576500,129705,1395011,20157,41862,361800,3041820,38594,180510,582800,120597,75500,612582,14607,32035,39931,17200,164510,,10262,24216,15275,66300,46684,3700,8648,139100,17978,33954,1897,1213592,539575,674017,32320,78226,29932,14620,44704,3863800,95883,8570,41086,9860,56516,40595,,9154,6710,,167800,132600,49220,41472,2332,15399,145440,28941,52894,2580,2192400,64784,33000,,261500,421752,32015,17206,91101,,234819,30734,236687,62785
2004-06,6,2004,7160,21920,3675,7132,33770,92063,,79078,31000,,,64100,104915,20030,56920,25639,99093,44741,93551,38655,283740,66000,990465,21662,171597,277601,72523,9420,266350,7978,100905,204871,1240,,106151,11545,70515,41457,726,1696200,39907,1677941,63880,9487,28100,47430,29336,25309,63884,56570,565029,13814,105509,27935,359338,16700,34622,5306,10476500,20370,49706,34950,5034,17233,14042000,87794,42500,17489,22017,221218,21750,206938,65456,167580,29618,,22865,,,6229,27077,6408,7506,148100,7635,33272,13823,8884,83500,117200,67200,19703,45950,48173,180800,4404,17729,106999,17440,780,694,151755,34614,7871,5826,18122,1493879,3762,3986,148060,8228,693016,521600,117915,1302186,18098,40584,356420,2757705,36690,193970,583100,117754,68100,408020,14079,33492,38073,17500,165232,,10061,24264,14715,64935,44512,5080,7996,130500,18277,36514,1814,719890,285078,434812,28670,75376,30400,12595,41200,3360818,117055,8342,40014,10400,53300,38567,,8722,10500,,164600,125293,48180,33859,2276,13587,95090,34690,58430,1600,2055135,65745,33290,,251500,358380,29120,16890,110973,,227087,30178,238343,60700
2004-07,7,2004,6420,20167,2699,6970,32170,87486,,56313,31000,,,53600,86168,13410,56495,11634,92792,45571,84904,36722,264700,39400,934236,19081,158397,291712,71739,9195,256505,7553,80580,156105,826,,83430,11171,60034,40845,646,1706700,38716,1525000,56522,8999,19200,45940,25245,23448,66736,47753,430309,13356,97200,25749,249961,16200,25078,4626,9913900,21480,47223,30360,3995,9587,13924000,87595,37800,17291,19245,198401,19045,161698,57900,149610,28582,,22670,,,6099,25250,6012,7328,100800,7210,49071,13941,8709,77484,110900,57400,19334,44095,45078,159278,2407,16703,73914,16014,774,688,150269,32597,7947,5812,18230,1443440,3586,4090,128397,8252,595306,420301,105046,1204873,16444,45577,336900,2265364,34544,194770,594900,116687,60000,178997,14304,32035,35271,15000,162321,,9862,24466,13427,61000,40729,5520,7324,107200,18467,35814,1825,492864,123125,369739,26315,70301,30900,10102,36785,2802297,115792,7231,39675,12500,40100,35849,,8249,12100,,152800,113100,48100,19558,2178,11079,29198,24704,48182,2860,1878562,65757,31650,,224700,281718,26185,16520,101039,,219602,29529,237800,55700
2004-08,8,2004,5515,18489,1909,6785,31290,71192,,43620,16900,,,43200,67932,7470,55622,10815,80990,47620,77445,35431,250720,17800,855320,15600,164602,297017,71606,8985,251059,6902,37915,102369,554,,55904,10814,52239,37063,588,1704200,35511,1396748,45752,8310,9400,44070,21668,21681,65371,30330,390008,12121,85400,23946,193093,14600,16045,3801,9277900,21800,44787,23660,3235,4931,14018000,87466,31500,16898,16115,188897,13373,120476,50067,136950,27332,,22026,,,6056,23529,5497,7240,40060,6790,46755,14165,8466,68900,102100,45600,18977,35556,43453,137500,1262,15068,42731,14427,774,678,149657,27226,8290,5806,18572,1401009,3400,3728,107312,8281,517296,334362,93162,1140943,14679,50779,302900,1885961,32349,192970,574300,116354,50400,115564,14104,31455,36447,9400,165790,,9228,24051,10293,56534,36436,5550,6648,86700,18218,34596,1903,498397,89695,408702,24789,65197,31500,7913,31169,2410369,111282,6182,40391,11000,25600,32947,,7751,12100,,140200,108200,38270,8937,2107,8228,10157,37890,62090,4490,1739093,65166,31650,,192300,207583,23683,16165,91515,,211997,28841,238343,51920
2004-09,9,2004,4965,16967,1087,6640,30140,53958,,28120,5381,,,39821,62223,2270,53990,10541,76358,47351,71378,35006,242630,10300,813597,14084,160860,297697,71739,8810,249001,5727,20730,63716,386,,54748,10510,44447,28447,524,1605200,29770,1331765,36184,3530,5180,42240,18422,20503,64196,4983,376439,9570,74043,23056,181411,16300,9662,3040,9169500,21480,42809,20790,2466,4643,13937000,85951,25400,16024,9514,184476,10905,98496,42300,135167,25906,,21750,,,5926,21856,4990,7240,0,6372,44949,14165,6396,60800,94200,41400,18673,26574,41266,117394,1487,11438,27960,12700,776,683,149834,19527,8472,5971,16393,1369584,3243,4226,104575,8035,487350,279626,83850,1110106,12490,45080,269800,1752980,29494,191440,589100,116421,41400,114961,12725,30838,39244,4960,160971,,8663,24269,7638,46900,32521,5190,6104,68500,18297,32955,1834,670373,156837,513536,22760,60896,31400,5753,27460,2182851,110900,4300,39167,9550,15858,30559,,7304,10400,,127900,106300,35740,5827,2037,8288,9274,36291,60157,3080,1590953,61495,18540,,153500,168897,20390,15852,71789,,204571,26068,238183,39664
2004-10,10,2004,5005,15971,727,7227,31551,38323,,26586,5321,,,39742,60170,2980,53765,11447,71777,38143,69628,35006,250720,14000,813358,13740,160243,283290,72140,8810,261700,7058,56430,55233,2915,,45243,4936,42172,22922,924,1509100,26338,1291000,27167,3320,7480,41210,24993,25216,66807,1171,355407,7190,67188,22797,208401,14200,9179,2991,9147600,20060,42426,25160,3180,5852,14094000,75611,24900,15000,4493,179890,9995,94728,35100,135462,24381,,22087,,,6081,20871,6029,8047,0,5760,48342,14128,3765,44920,94900,47677,18570,26083,45607,103416,2744,7952,35841,12700,781,964,157718,19205,9559,5971,14908,1358565,3321,4350,107725,7787,457150,262000,81610,1134609,12446,40457,246800,1665639,32061,163640,611400,122016,32100,130406,14965,30882,36447,4930,168164,,12078,12065,6840,47500,29625,4960,5858,60200,17209,33377,11040,787850,265674,522176,23130,63248,18700,6900,26545,2158914,110043,2766,40141,14452,21236,29522,,7023,9390,,119300,104001,32450,5820,2095,10080,13436,26011,50460,1410,1415868,52874,4308,,143756,196110,19910,16006,65086,,199015,27829,237228,49200
2004-11,11,2004,5152,15155,555,7352,32153,45150,,27414,5070,,,32600,47264,7140,55130,12073,61669,36480,68115,35260,243550,18900,782324,13274,158396,262777,71425,8753,256857,7331,56850,58464,3075,,49815,3944,38643,20349,913,1512200,25594,1323000,12114,3260,10300,41590,24773,23541,63709,2138,326481,7250,57400,23136,276078,12700,9162,3023,8889033,17890,41935,26880,3566,6680,14367000,53623,24600,13400,4990,180162,11318,94163,34811,135167,22853,,21562,,,6142,20912,5606,8183,0,4500,47920,13941,2035,37800,104000,38033,18504,24255,43945,93100,3030,6165,22896,12840,779,953,169493,19169,9046,4070,16155,1355900,3400,3653,108000,8120,440541,268000,80208,1163963,12488,51821,241600,1604002,31979,170170,575800,123624,25000,160965,14329,30970,36033,4983,159245,,11815,24611,6247,53260,27349,4720,5635,40700,17209,32597,7087,1057649,454239,603410,21057,64221,18900,6766,28030,2124248,100719,2620,39851,12938,10300,28643,,6700,8650,,113515,104000,33770,7739,2125,10657,13750,35660,59077,2260,1416331,42903,4308,,157367,230566,23235,16046,63498,,193403,27545,215261,43647
